0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
58.0
58.0
58.0
58.0
58.0
69.8
69.8
69.8
69.8
69.8
53.4
53.4
53.4
53.4
53.4
25.3
25.3
25.3
25.3
25.3
29.2
29.2
29.2
29.2
29.2
27.0
27.0
27.0
27.0
27.0
31.2
31.2
31.2
31.2
31.2
29.2
29.2
29.2
29.2
29.2
28.9
28.9
28.9
28.9
28.9
24.5
24.5
24.5
24.5
24.5
52.6
52.6
52.6
52.6
52.6
32.0
32.0
32.0
32.0
32.0
32.0
32.0
32.0
32.0
32.0
35.9
35.9
