794
794
6
5
7
6
4
4
5
5
4
5
4
3
3
3
3
6
4
4
3
4
3
4
3
4
4
3
2
3
3
4
3
3
2
3
4
5
3
3
3
3
3
4
4
4
4
4
3
4
3
5
3
3
5
4
3
3
2
3
2
3
3
4
3
2
2
3
3
3
3
3
3
3
2
5
2
3
2
3
